pentachlorophenol hydroxylase
PCP hydroxylase
P450 monoxygenase
4-chlorobenzoate dehalogenase
CoA ligase-dehalogenase
thioesterase
benzoate dioxygenase
toluene-4-monooxygenase
atrazine chlorohydrolase
"2,4-dichlorophenoxyacetate/alpha-ketoglutarate dioxygenase"
nitrile hydratase
salicylaldehyde dehydrogenase
naphthalene dihydrodiol dehydrogenase
benzoyl-CoA reductase
cytochrome bd oxidase
dissimilatory nitrate reductase
Orcinol hydroxylase
"2,3,5-trihydroxytoluene-1,2-oxygenase"
Lcp1VH2
HCH dehydrochlorinase
ortho-monooxygenase
"catechol-2,3-dioxygenase"
2-hydroxy-6-oxoheptadienoic acid hydrolase
alpha-L-Arabinofuranosidase
xylanase
beta-xylosidase
acetyl esterase
ChlH
linuron hydrolase
4-NP hydroxylase
NpsA1
NpsA2
carboxylesterase
aliphatic nitrilase
amidohydrolase
CoA ligase
UbiD-like decarboxylase
UbiX-like flavin prenyltransferase
UbiD family isophthalyl-CoA decarboxylase
UbiD family (de)carboxylases
halohydrin hydrogen-halide-lyase
"catechol 1,2-dioxygenase"
muconate cycloisomerases
dichloromuconate cycloisomerase
dienelactone hydrolases
"2,4-dichlorophenoxyacetate dioxygenase"
oxygenase
"fluoranthene 7,8-dioxygenase"
fluoranthene dioxygenase
amidase
hexadecyltrimethylammonium chloride oxygenase
aldehyde dehydrogenase
hexadecanoyl-coenzyme A dehydrogenase
isocitrate lyase
dioxygenase
manganese peroxidase
non-heme iron oxygenase
xylene monooxygenase
alpha-ketoglutarate-dependent dioxygenases
urease
catalase
invertase
lignin peroxidase
N-formylanthranilate deformylase
anthranilate hydroxylase
"2,3-dihydroxybenzoate decarboxylase"
catechol dioxygenase
Phenol hydroxylase
NAD+-dependent dehydrogenase
dicamba O-demethylase
N-dealkylase
homo-oligomer oxygenase
"4,5-dihydroxyphthalate decarboxylase"
propanil hydrolase
"catechol 2,3-dioxygenase"
metapyrocatechase
naphthalene dioxygenase
acetylene-inhibited monooxygenase
ammonia monooxygenase
alkylsuccinate synthase
vinyl chloride-to-ethene reductive dehalogenase
arsenic methyltransferase
WaarsM
adenosine aminohydrolase 3
nitroreductase
arylamidase
2-aminobenzoate-coenzyme A ligase
2-aminobenzoate-CoA ligase
cyclohex-1-enecarboxyl-CoA hydratase
acidic metalloprotease
peroxidase
laccase
hydratase
dehalogenase
ethylaminohydrolase
monooxygenase
FMN reductase
methane monooxygenase
TNT nitroreductase
Ni-dependent urease
Ni-dependent superoxide dismutase
peptidylprolyl isomerase
hydroxylating oxygenase
"catechol 1,2 dioxygenase"
"catechol 2,3 dioxygenase"
"protocatechuate 2,3 dioxygenase"
"protocatechuate 3,4 dioxygenase"
"protocatechuate 4,5 dioxygenase"
salicylate hydroxylase
2-carboxybenzaldehyde dehydrogenase
"1,2-dioxygenase"
"catechol 1,2-dioxygenase II"
cycloisomerase II
hydrolase II
ketone monooxygenase
superoxide dismutase
gentisate oxygenase
catechol oxygenase
2-hydroxymuconic semialdehyde dehydrogenase
CO-reduced CO dehydrogenase
phenylurea hydrolase
benzoate-coenzyme A ligase
aminobenzoate-coenzyme A ligase
acyl-CoA ligase
benzoate-CoA ligase
"catechol 2,3-oxygenase"
alkyl sulfatase
PAR hydrolase
cyclohexylamine oxidase
Trimethylamine dehydrogenase
mercuric ion reductase
FAD-dependent disulphide oxidoreductases
FAD-dependent disulphide reductases
N-demethylase
manganese-dependent peroxidase
versatile peroxidase
esterase
geranyl-coenzyme A carboxylase
cis-CAA hydratase
trans-CAA hydratase
thiocyanate hydrolase
choline dehydrogenase
glucose dehydrogenase
alcohol dehydrogenase
acyl-CoA synthetase
